STATE_NAME,COUNTY,POPULATION,HOUSEHOLDS,FAMILIES,SNAP,GEOID,latitude,longitude
 Georgia,Richmond County,205772,73631,42579,13862,,,
 Georgia,Rockdale County,92983,32604,23116,3902,,,
 Georgia,Schley County,4622,1600,1257,316,,,
 Georgia,Screven County,14028,4707,3121,666,,,
 Georgia,Seminole County,9108,3530,2308,684,,,
 Georgia,Spalding County,66722,25852,17570,4579,,,
 Georgia,Stephens County,26641,10037,6820,1662,,,
 Georgia,Stewart County,5347,1665,1052,480,47161,,
 Georgia,Sumter County,29690,10825,6637,2520,,,
 Georgia,Talbot County,5837,2549,1573,507,,,
 Georgia,Taliaferro County,1574,605,385,155,,,
 Georgia,Tattnall County,23211,7556,5060,1275,,,
 Georgia,Taylor County,7857,3096,2051,971,,,
 Georgia,Telfair County,12860,3020,2225,622,,,
 Georgia,Terrell County,9102,3344,2280,842,,,
 Georgia,Thomas County,45669,17817,12121,3414,,,
 Georgia,Tift County,41148,15287,9939,2436,,,
 Georgia,Toombs County,26956,9779,6282,2189,,,
 Georgia,Towns County,12300,5323,3493,405,,,
 Georgia,Treutlen County,6410,2236,1444,619,,,
 Georgia,Troup County,69483,25216,17226,4394,,,
 Georgia,Turner County,8856,3269,2025,723,,,
 Georgia,Twiggs County,8034,2885,1815,619,,,
 Georgia,Union County,24183,10172,6956,1020,47173,,
 Georgia,Upson County,27424,10364,6580,2322,,,
 Georgia,Walker County,67772,25629,17984,2909,,,
 Georgia,Walton County,95453,33009,24968,3809,,,
 Georgia,Ware County,36084,12763,7799,2192,,,
 Georgia,Warren County,5218,1915,1272,595,47177,35.6787,-85.7785
 Georgia,Washington County,20052,7153,4830,2023,47179,,
 Georgia,Wayne County,30118,10845,7252,2163,47181,,
 Georgia,Webster County,2372,929,558,204,,,
 Georgia,Wheeler County,7568,1526,882,257,,,
 Georgia,White County,27886,10251,7623,992,47185,35.9264,-85.4552
 Georgia,Whitfield County,103076,35258,25171,3220,,,
 Georgia,Wilcox County,8841,2446,1661,388,,,
 Georgia,Wilkes County,9643,3988,2373,629,,,
 Georgia,Wilkinson County,8931,3206,1921,544,,,
 Georgia,Worth County,20824,7806,5633,1370,,,
 Hawaii,Hawaii County,200468,71402,47976,13594,,,
 Hawaii,Honolulu County,1015167,330393,228955,30638,,,
 Hawaii,Kalawao County,48,31,5,0,,,
 Hawaii,Kauai County,73247,22668,16140,2339,,,
 Hawaii,Maui County,164568,53919,37836,4509,,,
 Idaho,Ada County,485246,184806,121516,10963,,,
 Idaho,Adams County,4321,1687,1150,53,,,
 Idaho,Bannock County,86362,32062,20374,4297,,,
 Idaho,Bear Lake County,6327,2231,1672,165,,,
 Idaho,Benewah County,9509,3566,2304,395,,,
 Idaho,Bingham County,47540,15640,11893,1578,,,
 Idaho,Blaine County,23868,8759,5830,488,,,
 Idaho,Boise County,7549,3277,2227,161,,,
 Idaho,Bonner County,46481,18823,12884,1415,,,
 Idaho,Bonneville County,121771,41693,29078,4105,,,
 Idaho,Boundary County,11966,4503,3110,457,,,
 Idaho,Butte County,2573,939,596,113,,,
 Idaho,Camas County,1044,335,198,1,,,
 Idaho,Canyon County,227367,76711,55500,9472,,,
 Idaho,Caribou County,7003,2470,1866,202,,,
 Idaho,Cassia County,24469,8003,6156,583,,,
 Idaho,Clark County,839,282,155,8,,,
 Idaho,Clearwater County,8719,3474,2058,300,,,
 Idaho,Custer County,4273,1716,1019,125,,,
 Idaho,Elmore County,28396,10624,6657,1083,,,
 Idaho,Franklin County,14036,4531,3549,345,47051,,
 Idaho,Fremont County,13370,4288,3334,418,,,
 Idaho,Gem County,18692,6943,5105,672,,,
 Idaho,Gooding County,15422,5407,3652,402,,,
 Idaho,Idaho County,16494,6387,4281,388,,,
 Idaho,Jefferson County,30427,9345,7545,429,47089,,
 Idaho,Jerome County,24081,7916,6156,792,,,
 Idaho,Kootenai County,168317,64914,45134,5061,,,
 Idaho,Latah County,39464,15706,8711,921,,,
 Idaho,Lemhi County,7948,3361,1839,441,,,
 Idaho,Lewis County,3613,1556,930,148,47101,,
 Idaho,Lincoln County,5184,1798,1240,171,47103,,
 Idaho,Madison County,50979,11289,9052,1520,47113,,
 Idaho,Minidoka County,21393,7363,5381,830,,,
 Idaho,Nez Perce County,41820,16848,10806,1547,,,
 Idaho,Oneida County,4514,1760,1228,135,,,
 Idaho,Owyhee County,11815,4232,3123,530,,,
 Idaho,Payette County,24928,9272,6420,1212,,,
 Idaho,Power County,7854,2697,1896,158,,,
 Idaho,Shoshone County,13124,5431,3136,866,,,
 Idaho,Teton County,11490,4199,2638,53,,,
 Idaho,Twin Falls County,89128,32455,22279,3501,,,
 Idaho,Valley County,11476,3690,2531,112,,,
 Idaho,Washington County,10425,4112,2761,518,47179,,
 Illinois,Adams County,65878,27174,17118,3563,,,
 Illinois,Alexander County,5488,1781,1017,313,,,
 Illinois,Bond County,16804,6094,3802,823,,,
 Illinois,Boone County,53592,18897,13535,2179,,,
 Illinois,Brown County,6330,1998,1087,206,,,
 Illinois,Bureau County,33338,13788,8946,1898,,,
 Illinois,Calhoun County,4537,1272,936,96,,,
 Illinois,Carroll County,15586,6299,3804,553,47017,,
 Illinois,Cass County,13058,4983,3243,575,,,
 Illinois,Champaign County,206583,81835,42621,8670,,,
 Illinois,Christian County,34038,13567,7754,1675,,,
 Illinois,Clark County,15587,6379,4611,670,,,
 Illinois,Clay County,13313,5447,3402,639,47027,36.5511,-85.5439
 Illinois,Clinton County,37048,14255,9545,1247,,,
 Illinois,Coles County,47542,20269,11460,3813,,,
 Illinois,Cook County,5265398,2044658,1207289,290776,,,
 Illinois,Crawford County,18825,7512,4977,1355,,,
 Illinois,Cumberland County,10528,4126,2748,311,47035,35.9504,-84.9984
 Illinois,DeKalb County,100922,38931,23149,4610,47041,,
 Illinois,De Witt County,15653,6635,4118,876,,,
 Illinois,Douglas County,19708,7585,5243,761,,,
 Illinois,DuPage County,934094,347385,244430,21700,,,
 Illinois,Edgar County,16998,7544,4927,1349,,,
 Illinois,Edwards County,6233,2656,1774,409,,,
 Illinois,Effingham County,34576,14104,9430,1753,,,
 Illinois,Fayette County,21514,7609,5033,1121,47047,,
 Illinois,Ford County,13589,5719,3432,997,,,
 Illinois,Franklin County,38068,16237,10104,3521,47051,,
 Illinois,Fulton County,34022,13893,8547,2100,,,
 Illinois,Gallatin County,5038,2133,1375,428,,,
 Illinois,Greene County,12187,4512,2954,641,47059,,
 Illinois,Grundy County,52364,20159,14090,1763,47061,,
 Illinois,Hamilton County,8021,3190,2166,483,47065,,
 Illinois,Hancock County,17750,7368,4721,849,47067,,
 Illinois,Hardin County,3700,1501,899,257,47071,,
 Illinois,Henderson County,6485,2696,1875,226,47077,,
 Illinois,Henry County,49412,20109,13495,2121,47079,,
 Illinois,Iroquois County,27362,11242,7400,1466,,,
 Illinois,Jackson County,53676,23186,11659,3977,47087,36.3592,-85.6732
 Illinois,Jasper County,9324,3745,2665,430,,,
 Illinois,Jefferson County,37362,14608,9809,2585,47089,,
 Illinois,Jersey County,21533,7818,5216,700,,,
 Illinois,Jo Daviess County,21995,10006,6393,781,,,
 Illinois,Johnson County,13238,4055,2864,557,47091,,
 Illinois,Kane County,518648,181263,131546,19063,,,
 Illinois,Kankakee County,108104,40346,26489,6524,,,
 Illinois,Kendall County,130757,43225,33954,3579,,,
 Illinois,Knox County,50193,20575,11626,3647,47093,,
 Illinois,Lake County,714484,252731,182704,21215,47095,,
 Illinois,LaSalle County,109986,44873,29088,6035,,,
 Illinois,Lawrence County,15465,5449,3353,818,47099,,
 Illinois,Lee County,34373,13508,7999,1969,,,
 Illinois,Livingston County,35902,14431,9620,1948,,,
 Illinois,Logan County,28238,11003,6953,1672,,,
 Illinois,McDonough County,27743,11247,5553,1503,,,
 Illinois,McHenry County,310749,114446,85663,7136,,,
 Illinois,McLean County,171455,67900,39937,6449,,,
 Illinois,Macon County,104331,43264,25733,7506,47111,36.532,-86.0073
 Illinois,Macoupin County,45152,17649,11823,2458,,,
 Illinois,Madison County,266112,108237,70154,13850,47113,,
 Illinois,Marion County,37781,15294,9331,3136,47115,,
 Illinois,Marshall County,11781,4892,3143,519,47117,,
 Illinois,Mason County,13225,5790,3560,894,,,
 Illinois,Massac County,14280,5466,3683,705,,,
 Illinois,Menard County,12343,5114,3681,544,,,
 Illinois,Mercer County,15779,6339,4400,732,,,
 Illinois,Monroe County,34732,13479,9978,579,47123,,
 Illinois,Montgomery County,28482,11145,6930,1655,47125,,
 Illinois,Morgan County,33189,13187,7958,1988,47129,,
 Illinois,Moultrie County,14634,5753,3996,470,,,
 Illinois,Ogle County,51787,20771,13701,1868,,,
 Illinois,Peoria County,182439,75352,44304,11837,,,
 Illinois,Perry County,21158,8108,5262,1578,47135,,
 Illinois,Piatt County,16664,6686,4654,395,,,
 Illinois,Pike County,14923,5756,3541,838,,,
 Illinois,Pope County,3820,1372,883,195,,,
 Illinois,Pulaski County,5279,1857,1170,370,,,
 Illinois,Putnam County,5638,2298,1575,166,47141,36.1408,-85.4952
 Illinois,Randolph County,30632,11538,7561,1231,,,
 Illinois,Richland County,15876,6381,4203,1118,,,
 Illinois,Rock Island County,144694,60694,37076,9299,,,
 Illinois,St. Clair County,258597,100079,63379,14220,,,
 Illinois,Saline County,23869,10026,6469,2506,,,
 Illinois,Sangamon County,196759,84630,50014,12029,,,
 Illinois,Schuyler County,6953,2692,1574,201,,,
 Illinois,Scott County,4923,1943,1415,244,47151,,
 Illinois,Shelby County,21160,8768,5899,844,47157,,
 Illinois,Stark County,5436,2262,1458,250,,,
 Illinois,Stephenson County,44817,19253,12380,3675,,,
 Illinois,Tazewell County,131977,53719,34786,5447,,,
 Illinois,Union County,17259,6702,4176,1002,47173,,
 Illinois,Vermilion County,74953,29747,18087,4937,,,
 Illinois,Wabash County,11414,4731,3091,849,,,
 Illinois,Warren County,16887,6818,4519,915,47177,35.6787,-85.7785
 Illinois,Washington County,13827,5811,3907,598,47179,,
 Illinois,Wayne County,16250,6796,4565,909,47181,,
 Illinois,White County,13959,5690,3668,867,47185,35.9264,-85.4552
 Illinois,Whiteside County,55932,23194,14694,2998,,,
 Illinois,Will County,696403,237043,177382,21134,,,
 Illinois,Williamson County,67271,28057,17658,3861,47187,,
 Illinois,Winnebago County,285471,115240,73665,21123,,,
 Illinois,Woodford County,38571,14675,10444,974,,,
 Indiana,Adams County,35685,12279,8427,796,,,
 Indiana,Allen County,381839,149751,95718,14007,,,
 Indiana,Bartholomew County,81759,32303,21232,2473,,,
 Indiana,Benton County,8687,3319,2158,349,47005,,
 Indiana,Blackford County,12139,4963,3182,726,,,
 Indiana,Boone County,69839,26130,19298,1025,,,
 Indiana,Brown County,15444,6304,4848,374,,,
 Indiana,Carroll County,20288,7876,5201,268,47017,,
 Indiana,Cass County,37918,15007,9714,1302,,,
 Indiana,Clark County,120185,46417,30261,3500,,,
 Indiana,Clay County,26397,10478,7497,1056,47027,36.5511,-85.5439
 Indiana,Clinton County,33010,12146,7707,818,,,
 Indiana,Crawford County,10511,4186,2744,573,,,
 Indiana,Daviess County,33281,11621,8093,975,,,
 Indiana,Dearborn County,50494,19499,13837,1834,,,
 Indiana,Decatur County,26466,10176,6548,758,47039,,
 Indiana,DeKalb County,43059,16832,11748,1333,47041,,
 Indiana,Delaware County,112480,45602,26884,6305,,,
 Indiana,Dubois County,43474,17274,10969,691,,,
 Indiana,Elkhart County,206314,71343,49892,5364,,,
 Indiana,Fayette County,23393,9677,6291,1491,47047,,
 Indiana,Floyd County,79594,30137,20166,2231,,,
 Indiana,Fountain County,16422,6843,4511,648,,,
 Indiana,Franklin County,22769,8896,6186,440,47051,,
 Indiana,Fulton County,20400,7896,5332,697,,,
 Indiana,Gibson County,33017,12896,8730,830,47053,,
 Indiana,Grant County,66802,26299,16813,3604,,,
 Indiana,Greene County,30924,12472,8367,1323,47059,,
 Indiana,Hamilton County,341616,126371,95327,2643,47065,,
 Indiana,Hancock County,78616,30840,22036,940,47067,,
 Indiana,Harrison County,39516,14437,9955,1216,,,
 Indiana,Hendricks County,172100,62911,47239,2357,,,
 Indiana,Henry County,48857,18442,12295,1839,47079,,
 Indiana,Howard County,83349,34674,22087,3704,,,
 Indiana,Huntington County,36572,14928,9954,1635,,,
 Indiana,Jackson County,45948,17159,11821,1533,47087,36.3592,-85.6732
 Indiana,Jasper County,33006,12493,8734,768,,,
 Indiana,Jay County,20570,8146,5233,611,,,
 Indiana,Jefferson County,33000,12748,8103,1323,47089,,
 Indiana,Jennings County,27619,10217,7368,853,,,
 Indiana,Johnson County,159739,59475,42369,3187,47091,,
 Indiana,Knox County,36362,15111,9662,1820,47093,,
 Indiana,Kosciusko County,80151,31012,20878,1917,,,
 Indiana,LaGrange County,40085,12599,9916,676,,,
 Indiana,Lake County,495925,190191,125034,23529,47095,,
 Indiana,LaPorte County,112184,43256,27885,4551,,,
 Indiana,Lawrence County,45133,18723,12061,1477,47099,,
 Indiana,Madison County,130037,51355,32864,7032,47113,,
 Indiana,Marion County,969542,388366,214115,48008,47115,,
 Indiana,Marshall County,46175,16865,11548,1108,47117,,
 Indiana,Martin County,9885,3944,2394,266,,,
 Indiana,Miami County,36100,13148,8783,1314,,,
 Indiana,Monroe County,140189,57160,29433,3769,47123,,
 Indiana,Montgomery County,37967,15420,9922,1315,47125,,
 Indiana,Morgan County,71394,26926,19605,1967,47129,,
 Indiana,Newton County,13865,5489,3763,600,,,
 Indiana,Noble County,47293,17702,12033,1151,,,
 Indiana,Ohio County,5931,2548,1715,152,,,
 Indiana,Orange County,19752,7948,5361,974,,,
 Indiana,Owen County,21280,8444,5484,815,,,
 Indiana,Parke County,16316,5519,3997,590,,,
 Indiana,Perry County,19151,7526,4616,552,47135,,
 Indiana,Pike County,12220,5127,3163,419,,,
 Indiana,Porter County,172353,67009,45262,4475,,,
 Indiana,Posey County,25301,10059,7065,698,,,
 Indiana,Pulaski County,12496,4845,3135,370,,,
 Indiana,Putnam County,36838,13474,9417,879,47141,36.1408,-85.4952
 Indiana,Randolph County,24681,10166,6509,1235,,,
 Indiana,Ripley County,28953,11127,7764,894,,,
 Indiana,Rush County,16706,6642,4478,676,,,
 Indiana,St. Joseph County,272049,106330,64442,10262,,,
 Indiana,Scott County,24290,9526,5797,1272,47151,,
 Indiana,Shelby County,44825,17818,11661,1163,47157,,
 Indiana,Spencer County,19949,7870,5322,537,,,
 Indiana,Starke County,23275,8474,5602,1000,,,
 Indiana,Steuben County,34379,13689,8907,884,,,
 Indiana,Sullivan County,20814,7575,5111,1021,47163,,
 Indiana,Switzerland County,9870,3704,2293,459,,,
 Indiana,Tippecanoe County,185961,71801,39450,4716,,,
 Indiana,Tipton County,15290,6155,4486,417,47167,,
 Indiana,Union County,7098,2820,2035,155,47173,,
 Indiana,Vanderburgh County,179695,76549,45869,8065,,,
 Indiana,Vermillion County,15477,6447,4483,768,,,
 Indiana,Vigo County,106523,42595,23853,5656,,,
 Indiana,Wabash County,31120,12538,8292,1208,,,
 Indiana,Warren County,8430,3342,2506,206,47177,35.6787,-85.7785
 Indiana,Warrick County,63575,24327,17656,943,,,
 Indiana,Washington County,28025,10641,7407,1272,47179,,
 Indiana,Wayne County,66588,26837,17111,3484,47181,,
 Indiana,Wells County,28103,11120,7614,576,,,
 Indiana,White County,24593,9554,6557,544,47185,35.9264,-85.4552
 Indiana,Whitley County,34048,13725,9505,752,,,
 Iowa,Adair County,7439,3180,1884,381,,,
 Iowa,Adams County,3697,1529,966,186,,,
 Iowa,Allamakee County,14068,5814,3607,372,,,
 Iowa,Appanoose County,12310,4920,3141,649,,,
 Iowa,Audubon County,5657,2498,1552,213,,,
 Iowa,Benton County,25654,10075,7092,624,47005,,
 Iowa,Black Hawk County,131396,53465,31459,6923,,,
 Iowa,Boone County,26721,10720,7043,767,,,
 Iowa,Bremer County,24863,9638,6704,463,,,
 Iowa,Buchanan County,20598,7787,5479,593,,,
 Iowa,Buena Vista County,20723,7506,4401,769,,,
 Iowa,Butler County,14421,5860,4109,505,,,
 Iowa,Calhoun County,9962,3932,2525,393,,,
 Iowa,Carroll County,20756,8761,5449,683,47017,,
 Iowa,Cass County,13158,5777,3429,842,,,
 Iowa,Cedar County,18494,7381,4880,406,,,
 Iowa,Cerro Gordo County,43185,19569,11521,1960,,,
 Iowa,Cherokee County,11606,5126,3003,339,,,
 Iowa,Chickasaw County,12021,5005,3387,212,,,
 Iowa,Clarke County,9736,3740,2483,686,,,
 Iowa,Clay County,16410,7137,4227,881,47027,36.5511,-85.5439
 Iowa,Clayton County,17173,7319,4639,549,,,
 Iowa,Clinton County,46589,19103,12057,2275,,,
 Iowa,Crawford County,16555,6159,4364,635,,,
 Iowa,Dallas County,96604,37970,24863,2263,,,
 Iowa,Davis County,9066,3150,2381,205,,,
 Iowa,Decatur County,7718,3053,1938,363,47039,,
 Iowa,Delaware County,17508,6944,4750,425,,,
 Iowa,Des Moines County,39069,17042,10376,2590,,,
 Iowa,Dickinson County,17536,8096,4799,397,,,
 Iowa,Dubuque County,98687,39534,25390,3408,,,
 Iowa,Emmet County,9433,3856,2162,338,,,
 Iowa,Fayette County,19582,8107,4783,854,47047,,
 Iowa,Floyd County,15672,6712,3974,533,,,
 Iowa,Franklin County,10056,4108,2773,273,47051,,
 Iowa,Fremont County,6702,2742,1752,271,,,
 Iowa,Greene County,8831,3790,2228,503,47059,,
 Iowa,Grundy County,12336,5024,3485,260,47061,,
 Iowa,Guthrie County,10599,4463,3162,353,,,
 Iowa,Hamilton County,15073,5993,3782,523,47065,,
 Iowa,Hancock County,10837,4610,3201,348,47067,,
 Iowa,Hardin County,16997,7033,4358,478,47071,,
 Iowa,Harrison County,14589,5932,4106,519,,,
 Iowa,Henry County,20488,7565,5124,715,47079,,
 Iowa,Howard County,9456,3708,2518,255,,,
 Iowa,Humboldt County,9622,4189,2525,440,,,
 Iowa,Ida County,6979,2951,1845,260,,,
 Iowa,Iowa County,16596,6765,4439,378,,,
 Iowa,Jackson County,19499,8020,5390,779,47087,36.3592,-85.6732
 Iowa,Jasper County,37686,14370,9955,1672,,,
 Iowa,Jefferson County,15846,6688,3742,1145,47089,,
 Iowa,Johnson County,151833,60573,32805,3941,47091,,
 Iowa,Jones County,20680,8053,5367,734,,,
 Iowa,Keokuk County,10050,4136,2593,435,,,
 Iowa,Kossuth County,14823,6422,3950,424,,,
 Iowa,Lee County,33724,14068,9074,2023,,,
 Iowa,Linn County,228567,93602,57977,7988,,,
 Iowa,Louisa County,10891,4043,2961,458,,,
 Iowa,Lucas County,8650,3614,2415,386,,,
 Iowa,Lyon County,11953,4364,3198,148,,,
 Iowa,Madison County,16414,6377,4550,414,47113,,
 Iowa,Mahaska County,22132,8813,5728,1255,,,
 Iowa,Marion County,33381,13241,9229,1334,47115,,
 Iowa,Marshall County,40137,15298,10057,1593,47117,,
 Iowa,Mills County,14658,5301,3624,372,,,
 Iowa,Mitchell County,10526,4400,2908,246,,,
 Iowa,Monona County,8732,3786,2306,393,,,
 Iowa,Monroe County,7589,2998,1812,345,47123,,
 Iowa,Montgomery County,10327,4380,2758,662,47125,,
 Iowa,Muscatine County,43145,16785,11227,1844,,,
 Iowa,O'Brien County,14139,5670,3572,416,,,
 Iowa,Osceola County,6168,2659,1617,231,,,
 Iowa,Page County,15250,6171,3695,736,,,
 Iowa,Palo Alto County,8996,3685,2144,382,,,
 Iowa,Plymouth County,25543,10191,7315,540,,,
 Iowa,Pocahontas County,7091,3121,1880,295,,,
 Iowa,Polk County,488871,195263,119936,20817,47139,,
 Iowa,Pottawattamie County,93571,36964,23546,4022,,,
 Iowa,Poweshiek County,18628,7820,4483,809,,,
 Iowa,Ringgold County,4739,1860,1224,257,,,
 Iowa,Sac County,9829,4196,2667,373,,,
 Iowa,Scott County,174170,69955,43658,7537,47151,,
 Iowa,Shelby County,11750,4918,3091,541,47157,,
 Iowa,Sioux County,35647,12284,8748,426,,,
 Iowa,Story County,98106,37944,18935,1911,,,
 Iowa,Tama County,17079,6655,4578,627,,,
 Iowa,Taylor County,5932,2446,1510,156,,,
 Iowa,Union County,12193,4936,2987,698,47173,,
 Iowa,Van Buren County,7196,2858,1873,359,47175,35.696,-85.4526
 Iowa,Wapello County,35343,14120,9306,2487,,,
 Iowa,Warren County,51862,19517,13819,1554,47177,35.6787,-85.7785
 Iowa,Washington County,22525,8833,6038,599,47179,,
 Iowa,Wayne County,6504,2536,1656,271,47181,,
 Iowa,Webster County,37114,15659,8693,1835,,,
 Iowa,Winnebago County,10743,4473,2688,399,,,
 Iowa,Winneshiek County,20100,8156,5221,425,,,
 Iowa,Woodbury County,105102,39826,25841,5057,,,
 Iowa,Worth County,7450,3164,2094,268,,,
 Iowa,Wright County,12978,5343,3346,305,,,
 Kansas,Allen County,12557,4976,3191,595,,,
 Kansas,Anderson County,7800,3164,2119,357,47001,,
 Kansas,Atchison County,16382,5874,3777,572,,,
 Kansas,Barber County,4178,1808,1142,110,,,
 Kansas,Barton County,25708,10147,6213,516,,,
 Kansas,Bourbon County,14410,5773,3751,541,,,
 Kansas,Brown County,9532,3678,2232,411,,,
 Kansas,Butler County,67404,24620,18118,1608,,,
 Kansas,Chase County,2583,1063,695,63,,,
 Kansas,Chautauqua County,3394,1294,856,173,,,
 Kansas,Cherokee County,19507,7543,4721,929,,,
 Kansas,Cheyenne County,2647,1229,645,48,,,
 Kansas,Clark County,1994,844,522,42,,,
 Kansas,Clay County,8085,3605,2218,157,47027,36.5511,-85.5439
 Kansas,Cloud County,9037,3633,2283,214,,,
 Kansas,Coffey County,8361,3492,2352,272,,,
 Kansas,Comanche County,1809,844,477,14,,,
 Kansas,Cowley County,34769,13017,8236,1389,,,
 Kansas,Crawford County,39018,15512,9450,1791,,,
 Kansas,Decatur County,2792,1304,719,83,47039,,
 Kansas,Dickinson County,18572,7719,5066,445,,,
 Kansas,Doniphan County,7549,2785,1880,213,,,
 Kansas,Douglas County,118690,49259,26012,2692,,,
 Kansas,Edwards County,2911,1251,767,92,,,
 Kansas,Elk County,2466,1005,650,122,,,
 Kansas,Ellis County,28893,11899,6884,758,,,
 Kansas,Ellsworth County,6403,2310,1430,131,,,
 Kansas,Finney County,38338,12924,9042,1373,,,
 Kansas,Ford County,34426,11571,8135,928,,,
 Kansas,Franklin County,25953,10018,7060,767,47051,,
 Kansas,Geary County,36514,13429,9348,961,,,
 Kansas,Gove County,2774,1206,749,29,,,
 Kansas,Graham County,2444,1182,698,73,,,
 Kansas,Grant County,7430,2471,1680,29,,,
 Kansas,Gray County,5720,2054,1542,15,,,
 Kansas,Greeley County,1257,543,369,21,,,
 Kansas,Greenwood County,6049,2537,1689,402,,,
 Kansas,Hamilton County,2572,778,493,34,47065,,
 Kansas,Harper County,5525,2204,1417,261,,,
 Kansas,Harvey County,34006,13263,9002,757,,,
 Kansas,Haskell County,3803,1333,945,34,,,
 Kansas,Hodgeman County,1851,725,473,24,,,
 Kansas,Jackson County,13287,5204,3465,260,47087,36.3592,-85.6732
 Kansas,Jefferson County,18391,7262,4999,233,47089,,
 Kansas,Jewell County,2927,1240,789,85,,,
 Kansas,Johnson County,605154,237949,160399,5382,47091,,
 Kansas,Kearny County,4019,1306,969,71,,,
 Kansas,Kingman County,7495,3177,2093,180,,,
 Kansas,Kiowa County,2457,926,579,76,,,
 Kansas,Labette County,20222,7857,5014,670,,,
 Kansas,Lane County,1504,659,378,24,,,
 Kansas,Leavenworth County,81601,28664,20111,1937,,,
 Kansas,Lincoln County,2952,1212,710,50,47103,,
 Kansas,Linn County,9667,4089,2725,313,,,
 Kansas,Logan County,2777,1156,739,155,,,
 Kansas,Lyon County,32318,13215,7562,913,,,
 Kansas,McPherson County,30059,12180,8132,611,,,
 Kansas,Marion County,11877,4617,3002,253,47115,,
 Kansas,Marshall County,9995,4070,2646,236,47117,,
 Kansas,Meade County,4089,1632,1035,96,,,
 Kansas,Miami County,33968,12921,9329,570,,,
 Kansas,Mitchell County,5884,2445,1521,98,,,
 Kansas,Montgomery County,31679,12793,7816,1542,47125,,
 Kansas,Morris County,5377,2294,1511,98,,,
 Kansas,Morton County,2744,938,496,24,,,
 Kansas,Nemaha County,10197,3971,2633,118,,,
 Kansas,Neosho County,15926,6232,4162,635,,,
 Kansas,Ness County,2717,1156,786,15,,,
 Kansas,Norton County,5457,1816,1107,113,,,
 Kansas,Osage County,15811,6325,4298,501,,,
 Kansas,Osborne County,3512,1592,946,144,,,
 Kansas,Ottawa County,5778,2356,1679,188,,,
 Kansas,Pawnee County,6356,2364,1228,49,,,
 Kansas,Phillips County,5022,2203,1249,173,,,
 Kansas,Pottawatomie County,25082,8788,6453,404,,,
 Kansas,Pratt County,9266,3671,2257,121,,,
 Kansas,Rawlins County,2531,1170,767,84,,,
 Kansas,Reno County,62071,25023,15364,2386,,,
 Kansas,Republic County,4707,2077,1223,107,,,
 Kansas,Rice County,9464,3766,2456,201,,,
 Kansas,Riley County,72602,26566,13895,1933,,,
 Kansas,Rooks County,4975,2106,1330,102,,,
 Kansas,Rush County,2883,1318,694,79,,,
 Kansas,Russell County,6747,2930,1627,169,,,
 Kansas,Saline County,54378,22048,13067,2001,,,
 Kansas,Scott County,5163,2121,1462,201,47151,,
 Kansas,Sedgwick County,520467,200871,127812,20432,,,
 Kansas,Seward County,22223,7249,5041,612,,,
 Kansas,Shawnee County,179053,74014,45193,6049,,,
 Kansas,Sheridan County,2459,1004,630,28,,,
 Kansas,Sherman County,5965,2239,1478,207,,,
 Kansas,Smith County,3588,1525,993,67,47159,36.2505,-85.9567
 Kansas,Stafford County,4106,1571,1062,50,,,
 Kansas,Stanton County,2088,834,479,35,,,
 Kansas,Stevens County,5320,1765,1315,112,,,
 Kansas,Sumner County,22603,8955,5649,853,47165,,
 Kansas,Thomas County,7902,3166,2056,133,,,
 Kansas,Trego County,2825,1304,949,51,,,
 Kansas,Wabaunsee County,6881,2537,1769,128,,,
 Kansas,Wallace County,1529,662,421,45,,,
 Kansas,Washington County,5531,2274,1338,97,47179,,
 Kansas,Wichita County,2150,897,593,74,,,
 Kansas,Wilson County,8713,3461,2434,390,47189,,
 Kansas,Woodson County,3162,1237,766,101,,,
 Kansas,Wyandotte County,168333,60882,38656,7799,,,
 Kentucky,Adair County,18832,6890,4681,1019,,,
 Kentucky,Allen County,20604,7629,5476,769,,,
 Kentucky,Anderson County,23646,9063,6209,735,47001,,
 Kentucky,Ballard County,7814,2945,2083,339,,,
 Kentucky,Barren County,44277,17307,11576,2554,,,
 Kentucky,Bath County,12680,4756,3394,959,,,
 Kentucky,Bell County,24674,9483,6219,2360,,,
 Kentucky,Boone County,134599,48683,35029,2598,,,
 Kentucky,Bourbon County,20281,8135,5279,912,,,
 Kentucky,Boyd County,48447,18281,12006,3309,,,
 Kentucky,Boyle County,30469,11612,7547,1222,,,
 Kentucky,Bracken County,8394,3124,2177,398,,,
 Kentucky,Breathitt County,13652,5506,3626,1744,,,
 Kentucky,Breckinridge County,20345,7532,4907,994,,,
 Kentucky,Bullitt County,81729,30485,22653,2113,,,
 Kentucky,Butler County,12413,4403,3127,669,,,
 Kentucky,Caldwell County,12641,5259,3571,839,,,
 Kentucky,Calloway County,37291,14621,8752,1467,,,
 Kentucky,Campbell County,93023,38030,23123,2452,47013,,
 Kentucky,Carlisle County,4821,1795,1241,209,,,
 Kentucky,Carroll County,10808,4141,2717,544,47017,,
 Kentucky,Carter County,26820,9483,6444,2066,47019,,
 Kentucky,Casey County,15863,5856,3849,1068,,,
 Kentucky,Christian County,72377,25552,16988,3705,,,
 Kentucky,Clark County,36716,14836,10158,1944,,,
 Kentucky,Clay County,20484,7015,5113,2500,47027,36.5511,-85.5439
 Kentucky,Clinton County,9372,3791,2360,904,,,
